City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
107,kudahuvadhoo,2.6708,72.8944,26.83,64,36,5.8,MV,1675300908
108,mayya,61.7333,130.2811,-39.38,96,96,0.97,RU,1675294937
109,chuy,-33.6971,-53.4616,21.48,77,54,3.51,UY,1675328195
110,quelimane,-17.8786,36.8883,22.83,90,86,1.02,MZ,1675307990
111,isla mujeres,21.2311,-86.731,24.03,79,3,4.74,MX,1675254250
112,deputatskiy,69.3,139.9,-26.84,97,100,1.54,RU,1675296854
113,tasiilaq,65.6145,-37.6368,-5.91,78,100,9.89,GL,1675336863
114,makaha,21.4694,-158.2175,27.63,57,75,0.0,US,1675271423
115,guozhen,34.3659,107.359,5.03,30,100,1.98,CN,1675295284
116,mendi,-6.1761,143.6513,19.93,70,100,1.87,PG,1675283272
117,teya,60.3778,92.6267,-15.16,96,100,2.43,RU,1675303482
118,kaitangata,-46.2817,169.8464,20.59,76,87,1.54,NZ,1675272845
119,chokurdakh,70.6333,147.9167,-23.24,98,100,1.7,RU,1675296256
120,pili,13.5833,123.3,29.11,67,9,3.55,PH,1675289624
121,hithadhoo,-0.6,73.0833,26.84,77,43,4.35,MV,1675300623
122,berdigestyakh,62.0989,126.6992,-26.19,95,100,0.83,RU,1675295933
123,chara,56.9064,118.2631,-22.12,77,36,0.6,RU,1675296314
124,oytal,42.9057,73.2697,0.29,82,100,1.06,KZ,1675304486
125,iqaluit,63.7506,-68.5145,-38.3,96,98,0.89,CA,1675257144
126,ancud,-41.8697,-73.8203,11.39,84,58,1.9,CL,1675332066
127,shingu,33.7333,135.9833,10.05,39,100,0.48,JP,1675288351
128,malakal,9.5334,31.6605,25.15,18,44,5.17,SS,1675311309
129,hervey bay,-25.2986,152.8535,27.55,80,26,2.1,AU,1675279498
130,hamilton,39.1834,-84.5333,-1.82,64,100,0.74,US,1675255511
131,san borja,-14.8167,-66.85,23.02,98,100,0.48,BO,1675246715
132,vinh,18.6667,105.6667,21.29,77,57,1.54,VN,1675294255
133,atar,20.5169,-13.0499,19.38,12,100,2.17,MR,1675322891
134,sistranda,63.7256,8.834,0.98,68,100,4.12,NO,1675324830
135,souillac,-20.5167,57.5167,25.21,88,40,1.54,MU,1675302816
136,kimbe,-5.5502,150.1429,28.9,75,80,1.99,PG,1675281761
137,vangaindrano,-23.35,47.6,22.4,91,100,1.22,MG,1675304950
138,khatanga,71.9667,102.5,-29.48,95,100,2.83,RU,1675308876
139,whitehorse,60.7161,-135.0538,-16.61,99,100,2.0,CA,1675271894
140,ocampo,21.65,-101.5,13.73,41,99,3.04,MX,1675257829
141,banjar,-8.19,114.9675,24.91,93,100,2.77,ID,1675290006
142,alibunan,11.1465,122.4591,25.53,77,49,5.19,PH,1675289640
143,nave,45.5875,10.29,3.05,89,10,1.54,IT,1675319973
144,emerald,-23.5333,148.1667,34.63,47,69,3.46,AU,1675280785
145,saskylakh,71.9167,114.0833,-24.79,98,100,3.05,RU,1675306033
146,ambilobe,-13.2,49.05,23.59,94,99,0.79,MG,1675305446
147,troitskoye,52.9821,84.6757,-15.07,94,16,2.35,RU,1675303445
148,torbay,47.6666,-52.7314,-11.45,84,83,1.79,CA,1675249088
149,nicoya,10.1483,-85.452,23.97,71,39,5.17,CR,1675253065
150,vershino-darasunskiy,52.35,115.5167,-17.89,76,48,0.95,RU,1675295921
151,victoria,22.2855,114.1577,23.31,78,5,5.36,HK,1675292516
152,guerrero negro,27.9769,-114.0611,14.27,59,0,4.35,MX,1675261403
153,buala,-8.145,159.5921,28.36,77,100,2.55,SB,1675279297
154,kasempa,-13.4584,25.8338,16.56,95,100,1.42,ZM,1675310999
155,nalut,30.3333,10.85,5.55,54,16,4.63,LY,1675318027
156,tautira,-17.7333,-149.15,27.85,71,35,8.5,PF,1675266236
157,manthani,18.65,79.6667,22.01,27,19,3.85,IN,1675300492
158,norman wells,65.282,-126.8329,-34.68,99,23,1.36,CA,1675271849
159,yellowknife,62.456,-114.3525,-35.25,73,34,0.89,CA,1675267578
160,fort nelson,58.8053,-122.7002,-27.81,99,76,1.37,CA,1675268320
161,klaksvik,62.2266,-6.589,2.51,63,100,4.48,FO,1675327911
162,kristiinankaupunki,62.2743,21.376,-9.95,96,56,2.17,FI,1675321231
163,presidencia roque saenz pena,-26.7852,-60.4388,27.2,36,0,2.32,AR,1675330576
164,mehamn,71.0357,27.8492,-1.05,93,20,4.12,NO,1675325415
165,beisfjord,68.3751,17.5988,-3.97,92,100,2.43,NO,1675325365
166,manali,13.1667,80.2667,28.05,78,100,6.11,IN,1675299919
167,cangzhou,38.3167,116.8667,1.33,20,100,0.63,CN,1675293447
168,ahuimanu,21.4447,-157.8378,27.52,77,0,2.57,US,1675271330
169,ostrovnoy,68.0531,39.5131,-8.47,92,47,9.1,RU,1675319886
170,bredasdorp,-34.5322,20.0403,17.03,82,9,1.22,ZA,1675310449
171,salina,38.8403,-97.6114,-1.7,68,0,4.63,US,1675258606
172,homer,59.6425,-151.5483,2.09,89,100,2.68,US,1675275491
173,lompoc,34.6391,-120.4579,11.07,82,0,2.24,US,1675263606
174,praia da vitoria,38.7333,-27.0667,12.09,89,12,1.62,PT,1675328019
175,eyl,7.9803,49.8164,22.34,73,14,5.61,SO,1675306837
176,sao filipe,14.8961,-24.4956,21.45,73,66,4.52,CV,1675325192
177,vanderhoof,54.0166,-124.0198,-8.92,96,100,1.66,CA,1675267398
178,san cristobal,7.7669,-72.225,19.1,88,18,0.86,VE,1675249712
179,calais,50.9167,1.8333,8.01,87,51,7.6,FR,1675322895
180,upernavik,72.7868,-56.1549,-27.28,90,81,2.53,GL,1675348199
181,kupang,-10.1667,123.5833,27.32,83,75,5.14,ID,1675287788
182,avarua,-21.2078,-159.775,22.03,100,75,1.54,CK,1675268492
183,dikson,73.5069,80.5464,-21.0,94,95,3.36,RU,1675317723
184,imbituba,-28.24,-48.6703,23.78,91,84,2.18,BR,1675327611
185,tarko-sale,64.9225,77.785,-14.28,96,98,4.42,RU,1675308873
186,port-gentil,-0.7193,8.7815,26.78,82,40,2.84,GA,1675316048
187,baykit,61.67,96.37,-17.57,99,100,1.13,RU,1675303038
188,mokobeng,-22.9965,27.6678,21.12,75,100,3.22,BW,1675309767
189,sakakah,29.9697,40.2064,8.46,58,3,6.82,SA,1675310949
190,rorvik,64.8621,11.2373,-0.94,93,100,1.54,NO,1675324779
191,cap malheureux,-19.9842,57.6142,25.82,81,4,0.89,MU,1675302838
192,sorong,-0.8833,131.25,28.12,79,65,3.67,ID,1675286641
193,thompson,55.7435,-97.8558,-26.55,87,100,5.36,CA,1675261532
194,clyde river,70.4692,-68.5914,-33.95,92,96,2.15,CA,1675261779
195,shelburne,44.0787,-80.2041,-8.0,91,97,6.27,CA,1675255122
196,strelka,58.0728,93.0344,-23.06,100,100,0.94,RU,1675302678
197,sechura,-5.5569,-80.8222,24.14,73,65,2.02,PE,1675250786
198,grindavik,63.8424,-22.4338,2.26,87,100,16.98,IS,1675332370
199,okhotsk,59.3833,143.3,-17.6,86,100,6.45,RU,1675291021
200,campanha,-21.8361,-45.4006,18.25,98,100,1.13,BR,1675327414
201,darhan,49.4867,105.9228,-19.42,90,99,1.89,MN,1675297678
202,zhuanghe,39.7008,122.9911,-4.17,26,100,2.67,CN,1675292145
203,havoysund,70.9963,24.6622,-1.87,66,100,2.02,NO,1675326129
204,vardo,70.3705,31.1107,-0.01,59,100,8.23,NO,1675323888
205,robertsport,6.7533,-11.3686,25.56,91,10,1.05,LR,1675321430
206,pisco,-13.7,-76.2167,23.03,88,0,5.66,PE,1675249053
207,mpika,-11.8343,31.4529,16.61,94,100,0.58,ZM,1675309777
208,phangnga,8.4509,98.5298,27.02,58,89,1.78,TH,1675295181
209,ca mau,9.1769,105.15,30.6,56,75,6.23,VN,1675293646
210,barrhead,55.7992,-4.3929,9.34,89,100,7.2,GB,1675325432
211,bambous virieux,-20.3428,57.7575,25.68,88,40,1.54,MU,1675302773
212,pimentel,-6.8367,-79.9342,25.16,65,0,1.54,PE,1675250476
213,iskateley,67.6803,53.1512,-6.98,94,95,5.07,RU,1675316363
214,bilibino,68.0546,166.4372,-20.23,100,99,1.35,RU,1675289517
215,oktyabrskiy,54.4815,53.471,-13.53,93,100,1.51,RU,1675311252
216,newport,51.5877,-2.9984,9.14,89,23,4.41,GB,1675324182
217,qasigiannguit,68.8193,-51.1922,-9.86,75,89,2.0,GL,1675342163
218,bagdarin,54.4333,113.6,-17.28,71,99,1.03,RU,1675296828
219,bud,39.447,-86.1758,-2.88,68,79,0.98,US,1675255937
220,leningradskiy,69.3833,178.4167,-23.67,99,77,2.51,RU,1675287715
221,ugoofaaru,5.6667,73.0,26.73,66,96,4.12,MV,1675301102
222,sergeyevka,53.88,67.4158,-21.39,99,22,1.38,KZ,1675307775
223,alice springs,-23.7,133.8833,27.75,30,0,4.63,AU,1675284200
224,unity,52.4501,-109.1682,-24.86,93,99,3.01,CA,1675263502
225,datong,40.0936,113.2914,-6.02,20,100,1.79,CN,1675294521
226,moose factory,51.2585,-80.6094,-26.46,100,98,1.44,CA,1675256416
227,luderitz,-26.6481,15.1594,16.69,79,44,7.78,NA,1675312436
228,remontnoye,46.5614,43.6501,0.71,62,100,2.87,RU,1675312123
229,garmisch-partenkirchen,47.4921,11.0958,4.19,78,100,2.89,DE,1675320077
230,bethel,41.3712,-73.414,-1.7,53,0,0.89,US,1675253121
231,severo-kurilsk,50.6789,156.125,-4.3,65,44,3.88,RU,1675285859
232,isabela,6.7085,121.9711,30.03,69,98,2.97,PH,1675289426
233,san angelo,31.4638,-100.437,-0.81,91,100,2.06,US,1675258472
234,along,28.1667,94.7667,20.48,45,4,0.3,IN,1675297689
235,kristinehamn,59.3098,14.1081,-6.69,76,15,3.45,SE,1675321956
236,tuatapere,-46.1333,167.6833,24.67,57,99,1.75,NZ,1675273390
237,mae sai,20.4335,99.8762,26.41,38,7,0.53,TH,1675295788
238,khovu-aksy,51.1333,93.6,-16.45,75,54,0.46,RU,1675300935
239,te anau,-45.4167,167.7167,21.1,80,100,3.1,NZ,1675273501
240,ngaoundere,7.3167,13.5833,18.54,24,1,2.26,CM,1675315484
241,salinas,36.6777,-121.6555,11.34,75,0,1.54,US,1675264119
242,turukhansk,65.8167,87.9833,-12.5,96,100,3.79,RU,1675306895
243,cordoba,-31.4135,-64.1811,19.86,86,49,4.02,AR,1675331015
244,narsaq,60.9167,-46.05,-7.88,91,100,1.57,GL,1675336890
245,portland,45.5234,-122.6762,5.87,69,40,2.06,US,1675265520
246,chernyshevskiy,63.0128,112.4714,-27.48,99,99,1.42,RU,1675299704
247,presidente medici,-11.1753,-61.9014,22.21,94,100,1.15,BR,1675245815
248,san patricio,28.017,-97.5169,3.93,89,100,5.0,US,1675257438
249,tyup,42.7276,78.3648,-3.48,79,100,0.93,KG,1675303240
250,kungurtug,50.5994,97.5228,-18.08,90,37,0.44,RU,1675299894
251,general roca,-39.0333,-67.5833,23.12,49,0,6.15,AR,1675330951
252,chapais,49.7834,-74.8492,-16.12,95,100,2.53,CA,1675254758
253,flinders,-34.5833,150.8552,30.1,69,15,3.13,AU,1675279025
254,aranos,-24.1333,19.1167,24.33,54,100,3.5,NA,1675311718
255,senneterre,48.3835,-77.2328,-11.95,93,100,3.55,CA,1675255083
256,avera,33.194,-82.5271,14.75,83,100,2.87,US,1675254353
257,prince albert,53.2001,-105.7677,-29.55,92,19,3.42,CA,1675262844
258,harindanga,22.0383,88.3214,21.57,28,11,5.42,IN,1675298695
259,castro,-24.7911,-50.0119,17.67,96,63,0.94,BR,1675328258
260,jumla,29.2747,82.1838,8.5,12,0,1.55,NP,1675300812
261,vestmannaeyjar,63.4427,-20.2734,3.04,89,100,16.86,IS,1675331679
262,hasaki,35.7333,140.8333,7.22,37,100,6.52,JP,1675287403
263,port augusta,-32.5,137.7667,24.63,32,1,8.2,AU,1675282400
264,qaanaaq,77.484,-69.3632,-23.03,63,0,3.76,GL,0
265,denpasar,-8.65,115.2167,27.81,83,75,2.57,ID,1675289912
266,sarahan,31.5167,77.8,2.27,38,100,4.77,IN,1675302082
267,big rapids,43.6981,-85.4837,-4.82,74,100,1.54,US,1675256333
268,sivaki,52.6333,126.75,-17.3,71,8,4.77,RU,1675293286
269,fasa,28.9383,53.6482,8.53,98,100,3.1,IR,1675307626
270,iquitos,-3.7481,-73.2472,24.02,83,0,1.03,PE,1675249103
271,ajdabiya,30.7554,20.2263,13.38,59,100,0.9,LY,1675315819
272,bandarbeyla,9.4942,50.8122,23.36,66,3,6.59,SO,1675306710
273,sobolevo,54.4299,31.8996,-1.32,97,100,5.81,RU,1675316411
274,kulhudhuffushi,6.6221,73.07,26.59,70,72,5.3,MV,1675301156
275,burns lake,54.2331,-125.7533,-5.67,96,100,1.85,CA,1675267862
276,broome,42.2506,-75.833,-6.19,71,0,2.06,US,1675253818
277,chiplun,17.5333,73.5167,25.59,44,11,1.96,IN,1675301879
278,blythe,33.6103,-114.5964,11.25,17,0,3.6,US,1675262090
279,rudnogorsk,57.2639,103.7519,-16.48,95,100,1.38,RU,1675299887
280,plainfield,40.6168,-74.4173,0.53,57,33,1.72,US,1675253264
281,oktyabrskoye,43.0645,44.7417,0.08,93,100,3.0,RU,1675311350
282,saint george,37.1041,-113.5841,5.53,42,0,1.34,US,1675262232
283,sidi ali,36.0998,0.4206,6.87,72,0,2.13,DZ,1675321124
284,ati,13.2154,18.3353,19.2,23,72,4.05,TD,1675314785
285,skjervoy,70.0311,20.9714,-9.0,67,54,2.25,NO,1675325968
286,baiyin,36.5583,104.2081,-2.4,39,71,1.46,CN,1675296280
287,camalu,30.85,-116.0667,12.79,60,0,1.67,MX,1675262161
288,dingle,10.9995,122.6711,28.45,74,49,6.36,PH,1675289578
289,hadishahr,38.8431,45.6635,-0.73,77,98,2.1,AZ,1675310588
290,yulara,-25.2406,130.9889,30.43,26,0,4.93,AU,1675284754
291,ojuelos de jalisco,21.8667,-101.5833,14.27,39,80,2.94,MX,1675257867
292,lagoa,39.05,-27.9833,13.69,70,3,3.39,PT,1675328277
293,moletai,55.2333,25.4167,-0.63,98,100,2.17,LT,1675318151
294,cabinda,-5.55,12.2,24.72,76,63,2.3,AO,1675314873
295,talnakh,69.4865,88.3972,-12.66,96,100,3.75,RU,1675309336
296,kamareddi,18.3167,78.35,21.4,30,54,3.55,IN,1675300782
297,dunedin,-45.8742,170.5036,23.78,71,98,1.79,NZ,1675272756
298,najran,17.4924,44.1277,16.68,40,40,2.73,SA,1675308928
299,correntina,-13.3433,-44.6367,21.33,72,60,1.83,BR,1675327927
300,fairbanks,64.8378,-147.7164,-11.33,82,100,2.57,US,1675276624
301,tekeli,44.83,78.8239,-2.33,62,100,4.6,KZ,1675303426
302,bodmin,50.4715,-4.7243,8.98,87,100,7.2,GB,1675324384
303,nouadhibou,20.931,-17.0347,16.31,78,100,9.65,MR,1675323882
304,pilar,-9.5972,-35.9567,22.96,91,18,1.42,BR,1675326130
305,balkanabat,39.5108,54.3671,4.56,82,4,1.0,TM,1675308581
306,lorengau,-2.0226,147.2712,29.3,65,83,2.29,PG,1675282711
307,raudeberg,61.9875,5.1352,-0.63,55,20,3.16,NO,1675325012
308,skibbereen,51.55,-9.2667,10.62,90,100,6.46,IE,1675325677
309,pachino,36.7186,15.0907,10.33,73,92,4.78,IT,1675317675
310,norfolk,42.1668,-71.2495,-2.96,61,0,0.0,US,1675252708
311,sorland,67.667,12.6934,0.92,46,25,0.8,NO,1675326036
312,antofagasta,-23.65,-70.4,20.6,80,27,2.36,CL,1675333257
313,kattivakkam,13.2167,80.3167,28.05,78,100,6.39,IN,1675299911
314,saint-pierre,-21.3393,55.4781,23.82,69,0,2.06,RE,1675303235
315,pontes e lacerda,-15.2261,-59.3353,22.16,93,33,1.0,BR,1675244878
316,storforshei,66.4043,14.5233,-12.41,85,68,0.0,NO,1675324811
317,katsuura,35.1333,140.3,8.03,32,100,4.75,JP,1675287465
318,garowe,8.4054,48.4845,17.39,85,0,3.78,SO,1675307188
319,ilulissat,69.2167,-51.1,-9.99,52,75,9.26,GL,1675342465
320,kruisfontein,-34.0033,24.7314,14.94,74,54,2.65,ZA,1675309382
321,comodoro rivadavia,-45.8667,-67.5,19.72,52,75,3.28,AR,1675329938
322,dhidhdhoo,6.8833,73.1,26.66,71,64,5.06,MV,1675301168
323,berbera,10.4396,45.0143,22.82,76,3,0.93,SO,1675308172
324,necochea,-38.5473,-58.7368,17.19,84,99,3.21,AR,1675328888
325,constitucion,-35.3333,-72.4167,15.51,68,0,6.2,CL,1675332563
326,isangel,-19.55,169.2667,29.01,73,86,2.95,VU,1675276067
327,touros,-5.1989,-35.4608,26.4,74,100,4.52,BR,1675326340
328,nemuro,43.3236,145.575,-4.42,68,86,12.76,JP,1675287204
329,sabang,5.8933,95.3214,27.62,74,94,5.33,ID,1675295761
330,roald,62.5833,6.1333,2.64,100,100,3.6,NO,1675325002
331,bara,10.3744,10.7288,20.57,27,27,3.52,NG,1675316395
332,srednekolymsk,67.45,153.6833,-30.0,98,98,2.54,RU,1675292149
333,shubarshi,48.5872,57.1869,-10.4,82,89,3.45,KZ,1675309207
334,vytegra,61.0064,36.4481,-7.53,95,99,3.58,RU,1675317156
335,los llanos de aridane,28.6585,-17.9182,11.86,71,0,3.6,ES,1675324769
336,rio gallegos,-51.6226,-69.2181,13.6,63,100,3.85,AR,1675329272
337,tirumullaivasal,11.2333,79.8333,24.59,88,100,6.57,IN,1675299876
338,port lincoln,-34.7333,135.8667,19.13,66,65,13.3,AU,1675282607
339,duma,34.7653,108.135,0.68,34,100,2.72,CN,1675295141
340,esterhazy,50.65,-102.0843,-18.86,87,100,7.98,CA,1675261448
341,matara,5.9485,80.5353,26.12,74,91,1.78,LK,1675299314
342,mineros,-17.1167,-63.2333,22.31,98,60,1.71,BO,1675245659
343,iquique,-20.2208,-70.1431,25.02,82,54,1.18,CL,1675333493
344,tual,-5.6667,132.75,28.6,74,100,4.32,ID,1675285927
345,dali,25.7,100.1833,16.23,35,34,1.56,CN,1675296165
346,beyneu,45.3167,55.2,-1.25,78,16,3.21,KZ,1675309163
347,komsomolskiy,40.4272,71.7189,0.4,74,100,3.09,UZ,1675304533
348,muros,42.7762,-9.0603,5.47,88,2,2.84,ES,1675324213
349,teshie,5.5836,-0.1072,25.78,87,9,3.15,GH,1675318642
350,nanjing,32.0617,118.7778,4.77,47,95,4.81,CN,1675292306
351,puerto gaitan,4.3133,-72.0816,26.35,39,41,3.38,CO,1675249420
352,marsh harbour,26.5412,-77.0636,23.94,73,21,1.83,BS,1675252394
353,seddon,-37.8068,144.8916,22.62,43,0,11.83,AU,1675280071
354,ndioum,16.5129,-14.6471,23.05,9,97,3.89,SN,1675322954
355,olinda,-8.0089,-34.8553,27.85,69,40,2.06,BR,1675325986
356,orlova,49.8453,18.4301,2.32,80,100,5.13,CZ,1675318719
357,ayan,56.45,138.1667,-21.14,59,98,3.92,RU,1675291425
358,mount gambier,-37.8333,140.7667,14.29,64,92,8.1,AU,1675281058
359,westport,41.1415,-73.3579,-0.1,51,0,3.09,US,1675253078
360,gubkinskiy,64.434,76.5026,-12.77,96,100,5.06,RU,1675308945
361,sioux lookout,50.1001,-91.917,-16.16,94,100,3.5,CA,1675258908
362,peniche,39.3558,-9.3811,9.14,91,0,2.54,PT,1675323852
363,pochutla,15.7432,-96.4661,25.46,74,3,1.95,MX,1675256140
364,palmer,42.1584,-72.3287,-4.1,59,0,3.09,US,1675252966
365,luganville,-15.5333,167.1667,29.23,74,49,2.72,VU,1675276903
366,salalah,17.0151,54.0924,23.05,56,75,3.6,OM,1675306499
367,mount isa,-20.7333,139.5,24.87,73,75,3.09,AU,1675283113
368,kamenka,51.3223,42.7678,-2.33,97,100,2.85,RU,1675313158
369,wamba,8.9333,8.6,23.07,20,4,1.82,NG,1675316799
370,codrington,-38.2667,141.9667,12.93,78,100,9.18,AU,1675280715
371,carnarvon,-24.8667,113.6333,31.79,53,37,4.35,AU,1675288956
372,vostok,46.4856,135.8833,-17.62,88,100,5.88,RU,1675289994
373,kasongo-lunda,-6.4667,16.8167,19.62,95,97,0.39,CD,1675313697
374,seminole,28.7086,-81.2081,23.2,85,0,2.57,US,1675253590
375,bathsheba,13.2167,-59.5167,25.34,73,40,6.17,BB,1675247076
376,tripoli,32.8752,13.1875,12.18,66,41,2.74,LY,1675317719
377,santa vitoria do palmar,-33.5189,-53.3681,21.42,80,35,3.31,BR,1675328192
